date,open,high,low,close,volume
2025-12-15 09:15:00,870.0,870.0,740.3,742.7,8820
2025-12-15 09:30:00,742.7,748.7,716.7,724.0,10500
2025-12-15 09:45:00,724.0,744.35,716.05,739.85,5700
2025-12-15 10:00:00,739.85,746.35,725.0,745.55,1410
2025-12-15 10:15:00,745.55,752.0,730.0,750.0,2220
2025-12-15 10:30:00,750.0,751.0,710.0,734.5,3630
2025-12-15 10:45:00,734.5,764.85,728.0,728.15,51510
2025-12-15 11:00:00,728.15,741.35,724.1,736.85,810
2025-12-15 11:15:00,736.85,759.55,730.0,758.0,1950
2025-12-15 11:30:00,758.0,758.0,727.2,740.0,2580
2025-12-15 11:45:00,740.0,823.4,740.0,805.2,42330
2025-12-15 12:00:00,809.3,850.0,809.3,839.25,22920
2025-12-15 12:15:00,839.25,848.5,823.2,830.0,4350
2025-12-15 12:30:00,830.0,845.0,822.0,822.0,2040
2025-12-15 12:45:00,822.0,834.0,812.75,823.4,2340
2025-12-15 13:00:00,823.4,859.0,823.4,859.0,6210
2025-12-15 13:15:00,859.0,860.0,824.0,825.4,12570
2025-12-15 13:30:00,825.4,835.0,815.15,825.1,2250
2025-12-15 13:45:00,825.1,837.4,823.0,824.5,2340
2025-12-15 14:00:00,824.5,844.95,806.9,820.05,6660
2025-12-15 14:15:00,820.05,834.7,820.05,831.95,3990
2025-12-15 14:30:00,831.95,843.8,818.0,842.2,5340
2025-12-15 14:45:00,842.2,845.0,829.1,845.0,1800
2025-12-15 15:00:00,845.0,845.0,821.05,830.0,2550
2025-12-15 15:15:00,824.3,850.0,816.4,842.0,12750
2025-12-16 09:15:00,800.05,803.95,694.35,701.75,19740
2025-12-16 09:30:00,701.75,723.0,680.0,709.4,11370
2025-12-16 09:45:00,709.4,717.0,690.8,693.0,6540
2025-12-16 10:00:00,693.0,698.8,673.45,694.7,6990
2025-12-16 10:15:00,694.7,711.0,687.1,705.4,4980
2025-12-16 10:30:00,705.4,714.0,692.65,707.0,4290
2025-12-16 10:45:00,707.0,708.8,694.2,697.0,3120
2025-12-16 11:00:00,697.0,699.4,682.5,691.45,9540
2025-12-16 11:15:00,691.45,699.6,686.25,697.0,2340
2025-12-16 11:30:00,697.0,698.45,654.5,660.55,18570
2025-12-16 11:45:00,660.55,675.45,659.85,673.1,3330
2025-12-16 12:00:00,673.1,681.45,670.95,680.0,2370
2025-12-16 12:15:00,680.0,696.95,673.1,696.9,1800
2025-12-16 12:30:00,696.9,697.0,677.05,692.45,1530
2025-12-16 12:45:00,692.45,692.45,669.55,676.55,2130
2025-12-16 13:00:00,676.55,679.0,668.05,669.15,2430
2025-12-16 13:15:00,669.15,677.0,668.05,672.35,2490
2025-12-16 13:30:00,672.35,696.0,672.35,686.05,12840
2025-12-16 13:45:00,686.05,708.0,679.9,680.75,2610
2025-12-16 14:00:00,680.75,680.75,665.0,671.9,6210
2025-12-16 14:15:00,671.9,681.35,657.45,679.9,18960
2025-12-16 14:30:00,679.9,680.45,671.15,675.0,4500
2025-12-16 14:45:00,675.0,680.45,671.0,675.7,2760
2025-12-16 15:00:00,677.7,684.65,663.8,664.0,5760
2025-12-16 15:15:00,664.0,666.15,625.25,625.85,16020
2025-12-17 09:15:00,653.0,676.3,617.75,639.4,13020
2025-12-17 09:30:00,639.4,665.0,615.5,620.3,9090
2025-12-17 09:45:00,620.3,630.0,581.4,622.45,10950
