date,open,high,low,close,volume
2025-12-15 09:15:00,900.2,980.6,900.2,979.15,5070
2025-12-15 09:30:00,979.15,1023.3,978.4,1004.0,6150
2025-12-15 09:45:00,1004.0,1018.9,975.0,977.0,6180
2025-12-15 10:00:00,977.0,986.55,970.6,970.6,570
2025-12-15 10:15:00,970.6,977.5,947.55,953.95,3540
2025-12-15 10:30:00,953.95,1005.0,947.9,969.0,1380
2025-12-15 10:45:00,969.0,969.0,929.05,946.0,5640
2025-12-15 11:00:00,946.0,957.0,936.0,945.0,2700
2025-12-15 11:15:00,945.0,950.45,917.9,917.9,2160
2025-12-15 11:30:00,917.9,943.0,915.4,937.25,870
2025-12-15 11:45:00,927.25,927.25,845.05,857.0,9990
2025-12-15 12:00:00,862.35,862.35,819.5,833.25,7830
2025-12-15 12:15:00,833.25,849.5,820.25,838.25,3900
2025-12-15 12:30:00,838.25,847.4,824.55,844.35,1140
2025-12-15 12:45:00,844.35,850.0,836.8,836.8,1950
2025-12-15 13:00:00,836.8,842.1,815.2,820.95,3720
2025-12-15 13:15:00,820.95,840.75,818.75,836.05,4440
2025-12-15 13:30:00,836.05,850.05,835.65,848.5,1860
2025-12-15 13:45:00,848.5,850.0,832.5,842.85,990
2025-12-15 14:00:00,842.85,858.0,821.5,848.35,11490
2025-12-15 14:15:00,848.35,848.75,835.2,836.9,480
2025-12-15 14:30:00,836.9,845.0,825.0,825.5,2040
2025-12-15 14:45:00,825.5,842.95,823.7,830.0,2970
2025-12-15 15:00:00,830.0,845.55,830.0,833.5,3630
2025-12-15 15:15:00,840.45,847.45,822.05,822.05,3090
2025-12-16 09:15:00,878.0,998.95,878.0,985.3,12570
2025-12-16 09:30:00,985.3,1018.4,953.0,977.4,7140
2025-12-16 09:45:00,977.4,1000.0,964.5,1000.0,2610
2025-12-16 10:00:00,1000.0,1033.35,993.3,1015.45,6450
2025-12-16 10:15:00,1015.45,1015.45,979.25,990.0,3870
2025-12-16 10:30:00,990.0,1005.3,975.0,986.0,2640
2025-12-16 10:45:00,986.0,1007.55,986.0,1001.95,2760
2025-12-16 11:00:00,1001.95,1016.5,991.95,1001.95,2790
2025-12-16 11:15:00,1001.95,1011.7,984.05,984.05,2220
2025-12-16 11:30:00,984.05,1055.75,984.05,1045.2,7740
2025-12-16 11:45:00,1045.2,1046.75,1015.1,1022.45,1170
2025-12-16 12:00:00,1022.45,1029.5,1010.7,1023.85,1950
2025-12-16 12:15:00,1023.85,1023.85,986.0,986.0,840
2025-12-16 12:30:00,986.0,1007.05,986.0,994.1,1080
2025-12-16 12:45:00,994.1,1019.5,994.1,1019.5,1140
2025-12-16 13:00:00,1019.5,1022.95,1006.05,1020.45,1020
2025-12-16 13:15:00,1020.45,1022.75,1009.5,1014.6,1440
2025-12-16 13:30:00,1014.6,1014.6,983.25,994.25,2520
2025-12-16 13:45:00,994.25,994.25,965.0,990.9,2490
2025-12-16 14:00:00,990.9,1019.0,990.9,1016.1,2160
